Student_ID,Class,Region,Maths_Score,Science_Score,English_Score,Overall_Percentage,App_Login_Count,Video_Completion_Rate,Attendance_Percentage,Homework_Completion (%),Test_Attempts_Per_Month,Parent_Involvement,Extra_Support_Classes,Fee_Status,Payment_Type,Installment_Regularity,Risk_Level
6980,6,Urban,66,70,66,67.33333333333333,10,87,63.0,60.0,7,Yes,No,Paid,Installment,Delayed,Low
6981,6,Rural,44,46,44,44.66666666666666,2,37,54.0,25.0,2,Yes,Yes,Overdue,Installment,On Time,High
6982,8,Semi-Urban,31,27,33,30.33333333333333,6,24,35.0,52.0,1,Yes,No,Overdue,Full,Delayed,High
6983,6,Urban,39,41,43,41.0,3,43,41.0,51.0,1,No,Yes,Overdue,Installment,Delayed,High
6984,9,Semi-Urban,39,42,34,38.333333333333336,8,11,34.0,50.0,2,No,No,Overdue,Full,Delayed,High
6985,8,Rural,72,69,70,70.33333333333333,23,91,98.0,69.0,5,Yes,No,Pending,Installment,Delayed,Low
6986,10,Semi-Urban,81,80,85,82.0,28,82,90.0,75.0,4,Yes,No,Pending,Installment,On Time,Low
6987,8,Rural,94,89,90,91.0,32,84,90.0,76.0,7,No,No,Pending,Full,On Time,Low
6988,9,Semi-Urban,84,86,88,86.0,28,88,70.0,77.0,6,Yes,Yes,Pending,Installment,On Time,Low
6989,10,Semi-Urban,70,73,66,69.66666666666667,33,53,99.0,61.0,4,Yes,Yes,Paid,Installment,On Time,Low
6990,8,Semi-Urban,78,78,81,79.0,26,93,73.0,90.0,7,No,Yes,Paid,Installment,On Time,Low
6991,6,Urban,20,24,24,22.666666666666668,4,37,49.0,20.0,2,Yes,Yes,Overdue,Installment,Delayed,High
6992,7,Semi-Urban,66,68,64,66.0,31,81,63.0,78.0,4,Yes,Yes,Paid,Full,On Time,Low
6993,7,Rural,25,24,23,24.0,9,23,53.0,20.0,2,Yes,No,Overdue,Full,On Time,High
6994,6,Rural,81,78,80,79.66666666666667,20,69,92.0,64.0,6,No,Yes,Paid,Full,On Time,Low
6995,7,Urban,73,68,71,70.66666666666667,32,58,80.0,69.0,7,No,Yes,Paid,Installment,On Time,Low
6996,7,Urban,77,73,72,74.0,19,64,76.0,93.0,7,Yes,No,Paid,Full,On Time,Low
6997,6,Rural,82,86,83,83.66666666666667,25,85,92.0,86.0,3,Yes,No,Paid,Installment,On Time,Low
6998,6,Semi-Urban,82,81,84,82.33333333333333,33,74,97.0,76.0,7,No,No,Paid,Installment,Delayed,Low
6999,8,Rural,75,74,71,73.33333333333333,20,84,80.0,55.0,3,Yes,Yes,Paid,Installment,On Time,Low
7000,8,Urban,62,58,62,60.66666666666666,10,79,86.0,64.0,6,Yes,No,Pending,Full,On Time,Low
7001,6,Urban,66,63,64,64.33333333333333,32,83,63.0,97.0,7,Yes,No,Paid,Full,On Time,Low
7002,9,Rural,89,84,90,87.66666666666667,29,96,97.0,77.0,3,No,No,Paid,Full,Delayed,Low
7003,7,Semi-Urban,77,81,78,78.66666666666667,27,57,70.0,83.0,5,Yes,No,Paid,Full,On Time,Low
7004,8,Semi-Urban,95,94,91,93.33333333333331,17,82,81.0,88.0,3,Yes,No,Pending,Full,Delayed,Low
7005,7,Urban,75,75,76,75.33333333333333,18,80,81.0,83.0,6,Yes,No,Pending,Full,Delayed,Low
7006,10,Rural,75,78,77,76.66666666666667,17,90,73.0,84.0,5,No,Yes,Pending,Installment,On Time,Low
7007,6,Rural,69,66,71,68.66666666666667,10,67,65.0,57.0,4,Yes,No,Paid,Full,On Time,Low
7008,9,Urban,75,76,75,75.33333333333333,27,80,95.0,80.0,4,Yes,Yes,Paid,Full,On Time,Low
7009,10,Rural,79,77,82,79.33333333333333,28,84,79.0,78.0,3,No,Yes,Pending,Full,On Time,Low
7010,10,Urban,95,96,92,94.33333333333331,10,89,90.0,98.0,6,Yes,Yes,Pending,Full,Delayed,Low
7011,10,Semi-Urban,74,76,77,75.66666666666667,26,83,93.0,81.0,3,No,Yes,Paid,Full,On Time,Low
7012,6,Semi-Urban,64,66,64,64.66666666666667,15,93,96.0,70.0,6,Yes,No,Paid,Full,Delayed,Low
7013,8,Rural,72,73,68,71.0,14,73,78.0,56.0,6,Yes,No,Paid,Installment,On Time,Low
7014,6,Semi-Urban,57,52,53,54.0,34,92,61.0,59.0,4,No,Yes,Paid,Full,On Time,Medium
7015,8,Semi-Urban,76,74,72,74.0,23,59,93.0,87.0,7,Yes,No,Pending,Installment,On Time,Low
7016,10,Urban,63,61,58,60.66666666666666,32,97,62.0,57.0,3,Yes,Yes,Paid,Full,On Time,Low
7017,10,Urban,80,77,78,78.33333333333333,25,83,70.0,73.0,7,Yes,No,Paid,Installment,On Time,Low
7018,9,Rural,77,74,72,74.33333333333333,32,79,92.0,64.0,4,No,Yes,Paid,Installment,On Time,Low
7019,8,Urban,38,42,39,39.66666666666666,3,44,41.0,39.0,1,Yes,Yes,Overdue,Installment,On Time,High
7020,10,Rural,75,77,70,74.0,24,98,96.0,65.0,6,No,No,Pending,Installment,Delayed,Low
7021,7,Rural,27,30,30,29.0,5,33,33.0,27.0,2,Yes,No,Overdue,Full,On Time,High
7022,9,Urban,46,48,44,46.0,20,78,64.0,59.0,4,Yes,No,Paid,Full,On Time,Medium
7023,6,Semi-Urban,55,56,51,54.0,31,59,68.0,69.0,6,Yes,No,Pending,Full,On Time,Medium
7024,9,Semi-Urban,75,78,74,75.66666666666667,30,87,86.0,59.0,5,No,Yes,Paid,Full,Delayed,Low
7025,7,Semi-Urban,89,89,86,88.0,25,89,76.0,61.0,7,No,No,Paid,Full,On Time,Low
7026,8,Semi-Urban,74,76,71,73.66666666666667,33,75,62.0,80.0,5,Yes,No,Paid,Installment,On Time,Low
7027,6,Rural,57,61,55,57.66666666666666,31,50,62.0,60.0,7,Yes,No,Paid,Full,Delayed,Medium
7028,6,Semi-Urban,70,73,67,70.0,16,82,64.0,62.0,4,Yes,Yes,Paid,Full,Delayed,Low
7029,8,Rural,66,63,63,64.0,29,99,76.0,62.0,3,Yes,Yes,Pending,Full,On Time,Low
7030,9,Urban,95,95,90,93.33333333333331,16,82,76.0,91.0,6,Yes,No,Paid,Installment,Delayed,Low
7031,10,Urban,77,75,74,75.33333333333333,16,91,94.0,91.0,3,Yes,Yes,Paid,Installment,On Time,Low
7032,9,Rural,52,53,50,51.66666666666666,33,90,65.0,58.0,5,Yes,Yes,Paid,Installment,Delayed,Medium
7033,7,Semi-Urban,83,81,85,83.0,13,74,88.0,65.0,3,No,Yes,Paid,Full,On Time,Low
7034,10,Rural,76,72,80,76.0,20,58,93.0,70.0,5,Yes,Yes,Paid,Full,On Time,Low
7035,9,Semi-Urban,75,79,72,75.33333333333333,22,94,98.0,77.0,5,Yes,Yes,Paid,Installment,Delayed,Low
7036,8,Semi-Urban,62,60,66,62.66666666666666,25,77,64.0,51.0,4,Yes,No,Paid,Full,On Time,Low
7037,7,Rural,68,65,65,66.0,28,69,69.0,87.0,5,Yes,Yes,Paid,Installment,On Time,Low
7038,7,Rural,95,92,92,93.0,18,59,94.0,97.0,4,Yes,No,Paid,Full,On Time,Low
7039,7,Semi-Urban,85,89,87,87.0,30,65,95.0,99.0,4,Yes,No,Paid,Full,On Time,Low
7040,10,Rural,72,67,70,69.66666666666667,19,50,90.0,72.0,4,No,No,Paid,Installment,On Time,Low
7041,6,Semi-Urban,92,93,96,93.66666666666669,28,65,86.0,87.0,6,Yes,No,Paid,Installment,On Time,Low
7042,10,Rural,73,76,68,72.33333333333333,25,56,68.0,89.0,6,Yes,Yes,Paid,Installment,Delayed,Low
7043,9,Urban,77,73,75,75.0,32,90,96.0,57.0,6,Yes,No,Pending,Full,On Time,Low
7044,6,Semi-Urban,80,76,81,79.0,10,98,70.0,93.0,7,Yes,No,Paid,Installment,Delayed,Low
7045,9,Urban,92,96,94,94.0,16,73,73.0,88.0,6,No,Yes,Paid,Full,On Time,Low
7046,6,Rural,27,31,29,29.0,7,33,56.0,28.0,1,No,Yes,Overdue,Full,On Time,High
7047,10,Urban,88,92,91,90.33333333333331,17,80,93.0,88.0,5,Yes,No,Pending,Full,On Time,Low
7048,7,Rural,59,55,56,56.66666666666666,2,41,49.0,70.0,2,Yes,No,Overdue,Installment,Delayed,High
7049,8,Semi-Urban,64,66,62,64.0,19,85,64.0,70.0,3,No,Yes,Pending,Installment,On Time,Low
7050,7,Rural,91,90,89,90.0,30,91,91.0,99.0,3,No,No,Paid,Full,On Time,Low
7051,10,Rural,69,68,64,67.0,32,58,85.0,54.0,6,Yes,No,Paid,Installment,On Time,Low
7052,6,Semi-Urban,65,61,61,62.333333333333336,33,85,70.0,67.0,3,Yes,No,Pending,Full,Delayed,Low
7053,7,Rural,51,50,47,49.333333333333336,4,28,37.0,41.0,2,Yes,No,Overdue,Full,On Time,High
7054,10,Semi-Urban,61,56,65,60.66666666666666,12,82,70.0,59.0,7,Yes,No,Pending,Installment,On Time,Low
7055,9,Rural,47,43,43,44.333333333333336,7,46,32.0,53.0,2,Yes,No,Overdue,Installment,Delayed,High
7056,8,Semi-Urban,84,88,81,84.33333333333333,23,77,87.0,79.0,3,No,No,Paid,Installment,On Time,Low
7057,7,Urban,76,77,78,77.0,11,86,86.0,62.0,4,Yes,No,Paid,Installment,Delayed,Low
7058,6,Rural,56,58,56,56.66666666666666,4,48,57.0,37.0,2,No,No,Overdue,Full,Delayed,High
7059,9,Rural,86,81,89,85.33333333333333,15,72,76.0,80.0,3,No,No,Pending,Installment,On Time,Low
7060,10,Rural,69,71,66,68.66666666666667,9,48,64.0,49.0,1,Yes,Yes,Overdue,Installment,On Time,High
7061,8,Semi-Urban,91,94,88,91.0,30,56,87.0,91.0,4,Yes,Yes,Pending,Full,On Time,Low
7062,6,Rural,88,84,87,86.33333333333333,28,74,97.0,67.0,7,Yes,No,Paid,Installment,Delayed,Low
7063,10,Semi-Urban,74,77,72,74.33333333333333,22,69,85.0,51.0,6,Yes,Yes,Paid,Installment,On Time,Low
7064,10,Rural,47,51,50,49.333333333333336,3,14,63.0,34.0,1,Yes,No,Overdue,Full,Delayed,High
7065,7,Urban,73,76,70,73.0,21,52,74.0,70.0,6,Yes,No,Paid,Installment,On Time,Low
7066,7,Rural,67,70,68,68.33333333333333,20,66,76.0,69.0,3,Yes,Yes,Paid,Full,On Time,Low
7067,6,Urban,95,95,99,96.33333333333331,21,67,87.0,94.0,5,Yes,Yes,Paid,Installment,On Time,Low
7068,10,Semi-Urban,94,95,96,95.0,21,57,96.0,89.0,3,Yes,No,Paid,Full,On Time,Low
7069,7,Urban,71,66,73,70.0,13,55,78.0,77.0,6,Yes,Yes,Paid,Installment,On Time,Low
7070,8,Rural,87,86,85,86.0,27,68,60.0,98.0,5,Yes,Yes,Pending,Installment,On Time,Low
7071,8,Rural,95,91,92,92.66666666666669,23,55,95.0,79.0,7,Yes,Yes,Paid,Full,On Time,Low
7072,10,Semi-Urban,91,91,91,91.0,15,94,86.0,90.0,3,Yes,Yes,Paid,Full,On Time,Low
7073,7,Rural,93,95,96,94.66666666666669,24,68,89.0,79.0,3,Yes,Yes,Pending,Installment,On Time,Low
7074,6,Rural,95,90,99,94.66666666666669,23,75,93.0,95.0,7,Yes,Yes,Paid,Installment,On Time,Low
7075,6,Semi-Urban,74,69,72,71.66666666666667,19,51,94.0,62.0,6,Yes,No,Pending,Installment,On Time,Low
7076,6,Semi-Urban,69,70,66,68.33333333333333,30,90,68.0,93.0,3,Yes,No,Paid,Full,On Time,Low
7077,8,Urban,51,46,53,50.0,1,14,49.0,31.0,1,No,Yes,Overdue,Full,Delayed,High
7078,7,Semi-Urban,81,80,81,80.66666666666667,25,88,80.0,72.0,4,Yes,No,Paid,Installment,On Time,Low
7079,7,Rural,91,87,89,89.0,34,64,78.0,86.0,3,Yes,No,Paid,Installment,Delayed,Low
7080,8,Semi-Urban,34,32,35,33.666666666666664,3,22,50.0,26.0,1,Yes,No,Overdue,Full,On Time,High
7081,6,Rural,76,76,80,77.33333333333333,12,88,92.0,81.0,3,Yes,No,Pending,Installment,Delayed,Low
7082,6,Urban,95,90,98,94.33333333333331,30,89,95.0,99.0,4,Yes,Yes,Paid,Full,On Time,Low
7083,10,Semi-Urban,57,54,61,57.333333333333336,6,16,61.0,40.0,1,Yes,No,Overdue,Full,On Time,High
7084,9,Rural,78,73,74,75.0,12,75,75.0,74.0,5,Yes,Yes,Paid,Installment,On Time,Low
7085,7,Semi-Urban,42,43,41,42.0,5,38,49.0,56.0,1,Yes,No,Overdue,Full,On Time,High
7086,7,Semi-Urban,80,76,81,79.0,23,92,99.0,64.0,3,No,No,Paid,Full,On Time,Low
7087,7,Semi-Urban,71,68,66,68.33333333333333,20,96,71.0,58.0,6,Yes,No,Paid,Installment,On Time,Low
7088,9,Semi-Urban,86,81,88,85.0,31,76,92.0,83.0,3,Yes,No,Paid,Full,On Time,Low
7089,10,Urban,60,58,58,58.66666666666666,19,62,60.0,78.0,7,Yes,No,Paid,Installment,On Time,Medium
7090,9,Rural,76,71,71,72.66666666666667,30,76,70.0,88.0,3,No,Yes,Paid,Installment,Delayed,Low
7091,6,Semi-Urban,94,96,90,93.33333333333331,29,76,95.0,92.0,3,Yes,No,Paid,Installment,On Time,Low
7093,7,Urban,81,80,81,80.66666666666667,20,74,81.0,68.0,6,No,Yes,Paid,Full,On Time,Low
7094,8,Rural,69,71,67,69.0,11,77,84.0,65.0,4,No,No,Paid,Installment,On Time,Low
7095,7,Rural,43,39,41,41.0,8,35,55.0,57.0,1,Yes,No,Overdue,Full,On Time,High
7096,8,Urban,82,80,80,80.66666666666667,28,92,76.0,87.0,7,Yes,No,Paid,Installment,On Time,Low
7097,9,Semi-Urban,88,92,91,90.33333333333331,21,86,71.0,87.0,5,No,No,Pending,Installment,On Time,Low
7098,6,Rural,47,44,51,47.333333333333336,7,44,36.0,46.0,2,No,Yes,Overdue,Full,On Time,High
7099,8,Rural,95,98,95,96.0,20,68,99.0,71.0,3,No,Yes,Pending,Installment,On Time,Low
7100,9,Semi-Urban,32,36,35,34.333333333333336,2,41,30.0,48.0,2,No,No,Overdue,Installment,Delayed,High
7101,6,Semi-Urban,77,75,74,75.33333333333333,22,99,79.0,77.0,7,Yes,No,Paid,Full,Delayed,Low
7102,8,Rural,53,52,51,52.0,19,64,77.0,59.0,5,Yes,No,Paid,Full,On Time,Medium
7103,7,Urban,66,68,70,68.0,29,87,77.0,82.0,5,Yes,Yes,Paid,Installment,On Time,Low
7104,7,Semi-Urban,65,61,68,64.66666666666667,12,50,76.0,59.0,3,Yes,No,Paid,Full,On Time,Low
7105,7,Semi-Urban,53,55,57,55.0,7,42,30.0,48.0,1,Yes,No,Overdue,Full,On Time,High
7106,9,Urban,83,81,84,82.66666666666667,28,80,96.0,95.0,3,No,No,Paid,Full,On Time,Low
7107,7,Rural,75,73,70,72.66666666666667,29,92,66.0,71.0,4,No,No,Paid,Full,On Time,Low
7108,10,Semi-Urban,73,73,73,73.0,19,87,71.0,80.0,7,Yes,No,Pending,Installment,On Time,Low
7109,6,Rural,73,72,75,73.33333333333333,32,80,80.0,93.0,6,Yes,Yes,Paid,Installment,Delayed,Low
7110,9,Rural,83,86,87,85.33333333333333,31,94,89.0,70.0,3,Yes,No,Paid,Installment,Delayed,Low
7111,7,Rural,62,61,63,62.0,16,65,79.0,68.0,3,Yes,No,Paid,Installment,Delayed,Low
7112,6,Urban,41,41,37,39.66666666666666,5,26,60.0,20.0,1,Yes,No,Overdue,Installment,On Time,High
7113,8,Rural,94,96,92,94.0,11,83,89.0,93.0,7,Yes,Yes,Pending,Full,Delayed,Low
7115,6,Semi-Urban,94,93,90,92.33333333333331,13,71,70.0,70.0,6,Yes,Yes,Paid,Installment,On Time,Low
7116,10,Semi-Urban,73,72,71,72.0,30,73,62.0,83.0,7,Yes,No,Paid,Full,Delayed,Low
7118,10,Urban,79,77,79,78.33333333333333,21,55,77.0,76.0,6,Yes,No,Pending,Full,Delayed,Low
7119,6,Semi-Urban,81,84,77,80.66666666666667,24,50,98.0,64.0,3,Yes,Yes,Paid,Installment,On Time,Low
7120,10,Semi-Urban,73,76,69,72.66666666666667,33,70,72.0,95.0,7,No,No,Paid,Installment,On Time,Low
7121,6,Urban,32,34,30,32.0,4,13,35.0,59.0,1,No,Yes,Overdue,Full,On Time,High
7122,6,Rural,72,68,74,71.33333333333333,19,54,99.0,51.0,6,Yes,Yes,Pending,Full,Delayed,Low
7123,10,Urban,90,92,88,90.0,34,55,79.0,92.0,7,Yes,No,Pending,Full,On Time,Low
7124,6,Rural,71,70,66,69.0,27,79,78.0,56.0,3,Yes,No,Paid,Full,On Time,Low
7125,7,Semi-Urban,81,78,83,80.66666666666667,12,74,63.0,79.0,6,Yes,No,Paid,Full,On Time,Low
7126,6,Semi-Urban,74,69,74,72.33333333333333,18,72,73.0,99.0,4,No,Yes,Paid,Installment,On Time,Low
7127,9,Semi-Urban,67,63,69,66.33333333333333,21,57,75.0,79.0,6,No,No,Pending,Full,Delayed,Low
7128,6,Rural,95,97,97,96.33333333333331,23,55,97.0,88.0,7,Yes,No,Paid,Full,On Time,Low
7129,9,Urban,66,65,68,66.33333333333333,19,79,62.0,65.0,5,Yes,Yes,Pending,Full,On Time,Low
7130,6,Rural,20,24,18,20.666666666666668,6,10,32.0,32.0,1,Yes,No,Overdue,Installment,Delayed,High
7131,6,Urban,62,62,66,63.333333333333336,16,87,98.0,52.0,6,Yes,Yes,Paid,Full,On Time,Low
7132,10,Urban,65,68,66,66.33333333333333,20,55,85.0,61.0,6,No,Yes,Paid,Installment,Delayed,Low
7133,7,Urban,87,84,86,85.66666666666667,27,66,95.0,89.0,7,Yes,No,Pending,Installment,Delayed,Low
7134,7,Semi-Urban,33,28,29,30.0,9,28,32.0,56.0,2,No,No,Overdue,Full,On Time,High
7135,8,Urban,59,57,56,57.333333333333336,1,24,48.0,56.0,2,No,No,Overdue,Full,On Time,High
7136,10,Semi-Urban,67,65,68,66.66666666666667,25,89,64.0,73.0,6,Yes,No,Paid,Installment,On Time,Low
7137,10,Urban,74,72,77,74.33333333333333,25,92,63.0,62.0,6,Yes,Yes,Paid,Full,On Time,Low
7138,7,Urban,56,52,60,56.0,14,62,80.0,51.0,6,No,No,Pending,Full,On Time,Medium
7139,10,Semi-Urban,59,57,57,57.66666666666666,32,84,76.0,59.0,6,Yes,No,Pending,Installment,On Time,Medium
7140,7,Semi-Urban,83,78,86,82.33333333333333,13,59,84.0,76.0,4,Yes,Yes,Paid,Full,On Time,Low
7141,10,Rural,71,70,74,71.66666666666667,31,95,76.0,70.0,3,No,No,Paid,Full,On Time,Low
7142,6,Urban,95,99,96,96.66666666666669,32,70,84.0,98.0,5,Yes,No,Pending,Installment,On Time,Low
7143,7,Semi-Urban,71,66,69,68.66666666666667,16,91,73.0,74.0,7,Yes,No,Paid,Full,On Time,Low
7144,7,Rural,40,38,42,40.0,5,44,61.0,44.0,2,Yes,No,Overdue,Installment,On Time,High
7145,9,Rural,61,56,59,58.66666666666666,10,91,66.0,76.0,6,Yes,Yes,Paid,Full,On Time,Medium
7146,10,Semi-Urban,87,88,90,88.33333333333333,34,76,80.0,74.0,5,No,No,Pending,Installment,On Time,Low
7147,10,Urban,73,69,72,71.33333333333333,12,79,65.0,77.0,3,Yes,No,Pending,Installment,Delayed,Low
7148,7,Rural,85,84,86,85.0,32,83,76.0,70.0,7,Yes,Yes,Paid,Full,On Time,Low
7149,6,Urban,77,75,73,75.0,23,51,74.0,73.0,4,Yes,No,Pending,Installment,Delayed,Low
7150,6,Urban,89,87,85,87.0,12,90,79.0,96.0,7,No,No,Pending,Installment,On Time,Low
7151,6,Rural,38,42,36,38.66666666666666,3,47,59.0,45.0,2,No,No,Overdue,Full,On Time,High
7152,10,Semi-Urban,80,77,84,80.33333333333333,20,89,95.0,67.0,7,No,No,Paid,Installment,Delayed,Low
7153,9,Urban,51,55,52,52.66666666666666,25,74,74.0,52.0,7,No,Yes,Pending,Full,On Time,Medium
7154,7,Semi-Urban,74,69,72,71.66666666666667,16,82,86.0,89.0,6,No,Yes,Pending,Installment,On Time,Low
7155,8,Rural,73,69,77,73.0,27,51,97.0,68.0,5,Yes,No,Paid,Installment,On Time,Low
7156,9,Urban,60,56,60,58.66666666666666,8,20,47.0,54.0,1,No,No,Overdue,Full,On Time,High
7157,8,Semi-Urban,76,74,76,75.33333333333333,11,50,92.0,82.0,7,Yes,No,Paid,Full,On Time,Low
7158,9,Semi-Urban,77,80,75,77.33333333333333,10,91,86.0,78.0,7,No,Yes,Paid,Full,On Time,Low
7159,6,Urban,89,92,84,88.33333333333333,31,88,99.0,69.0,6,Yes,No,Paid,Installment,On Time,Low
7160,10,Semi-Urban,88,85,83,85.33333333333333,22,51,99.0,90.0,6,Yes,Yes,Paid,Full,Delayed,Low
7161,8,Semi-Urban,34,33,31,32.666666666666664,2,14,46.0,45.0,1,Yes,No,Overdue,Installment,Delayed,High
7162,9,Rural,95,90,91,92.0,32,79,93.0,70.0,3,Yes,No,Pending,Full,On Time,Low
7163,10,Rural,60,64,55,59.66666666666666,21,71,61.0,87.0,7,No,No,Paid,Installment,Delayed,Medium
7164,8,Semi-Urban,95,96,91,94.0,17,88,84.0,96.0,7,Yes,No,Pending,Installment,On Time,Low
7165,7,Semi-Urban,85,80,84,83.0,27,68,80.0,62.0,3,Yes,No,Paid,Installment,On Time,Low
7166,9,Urban,94,95,93,94.0,22,78,75.0,95.0,6,Yes,Yes,Paid,Installment,Delayed,Low
7167,7,Rural,79,82,83,81.33333333333333,20,75,71.0,77.0,6,No,No,Paid,Full,On Time,Low
7168,6,Urban,95,95,99,96.33333333333331,16,79,82.0,85.0,4,No,No,Paid,Full,On Time,Low
7169,7,Semi-Urban,95,95,92,94.0,23,61,90.0,96.0,5,Yes,No,Paid,Installment,On Time,Low
7170,7,Urban,71,74,74,73.0,34,92,63.0,74.0,6,Yes,No,Pending,Full,On Time,Low
7171,9,Semi-Urban,72,71,76,73.0,17,73,79.0,70.0,3,Yes,Yes,Paid,Installment,On Time,Low
7172,6,Rural,80,81,83,81.33333333333333,26,54,83.0,97.0,7,No,Yes,Paid,Installment,Delayed,Low
7173,7,Rural,68,67,70,68.33333333333333,30,58,72.0,51.0,7,Yes,Yes,Paid,Installment,On Time,Low
7174,10,Semi-Urban,80,77,77,78.0,17,73,60.0,83.0,4,Yes,Yes,Paid,Full,On Time,Low
7175,8,Rural,31,27,33,30.33333333333333,3,35,30.0,23.0,1,Yes,Yes,Overdue,Full,On Time,High
7176,7,Semi-Urban,58,57,57,57.333333333333336,32,83,64.0,64.0,5,Yes,Yes,Paid,Installment,Delayed,Medium
7177,6,Urban,53,55,55,54.333333333333336,7,48,48.0,46.0,2,Yes,Yes,Overdue,Full,On Time,High
7178,7,Semi-Urban,67,69,62,66.0,17,91,74.0,64.0,4,No,No,Paid,Installment,On Time,Low
7179,8,Urban,75,70,79,74.66666666666667,29,88,90.0,66.0,6,Yes,No,Pending,Full,Delayed,Low
7180,6,Semi-Urban,69,71,73,71.0,15,86,72.0,65.0,6,Yes,Yes,Paid,Full,On Time,Low
7181,9,Rural,63,60,59,60.66666666666666,8,33,63.0,56.0,2,No,Yes,Overdue,Full,On Time,High
7182,6,Semi-Urban,91,94,89,91.33333333333331,21,72,64.0,99.0,7,Yes,No,Paid,Installment,On Time,Low
7183,9,Semi-Urban,70,72,65,69.0,22,93,60.0,57.0,3,No,No,Paid,Installment,On Time,Low
7184,6,Semi-Urban,35,35,38,36.0,1,23,44.0,56.0,1,No,Yes,Overdue,Installment,On Time,High
7185,8,Rural,35,34,38,35.666666666666664,1,36,50.0,70.0,1,No,No,Overdue,Installment,On Time,High
7186,8,Semi-Urban,74,76,77,75.66666666666667,13,73,76.0,87.0,5,No,Yes,Paid,Installment,On Time,Low
7187,6,Rural,50,53,52,51.66666666666666,9,11,33.0,54.0,2,Yes,Yes,Overdue,Installment,Delayed,High
7188,7,Semi-Urban,48,47,45,46.66666666666666,34,89,61.0,56.0,3,Yes,Yes,Pending,Full,On Time,Medium
7189,8,Urban,73,74,68,71.66666666666667,33,90,90.0,83.0,3,No,Yes,Paid,Installment,On Time,Low
7190,9,Semi-Urban,79,79,78,78.66666666666667,34,57,88.0,82.0,5,Yes,Yes,Paid,Full,Delayed,Low
7191,9,Urban,80,79,77,78.66666666666667,28,53,99.0,59.0,4,No,No,Paid,Installment,On Time,Low
7192,10,Rural,59,54,62,58.333333333333336,30,61,78.0,60.0,6,Yes,No,Paid,Installment,On Time,Medium
7193,9,Rural,80,82,80,80.66666666666667,17,59,85.0,71.0,4,No,No,Pending,Full,On Time,Low
7194,10,Semi-Urban,83,79,86,82.66666666666667,31,55,81.0,80.0,6,Yes,No,Paid,Full,On Time,Low
7195,6,Rural,63,61,59,61.0,27,83,70.0,70.0,3,Yes,Yes,Paid,Installment,On Time,Low
7197,6,Rural,58,56,57,57.0,18,98,78.0,65.0,5,Yes,Yes,Paid,Installment,Delayed,Medium
7198,7,Urban,46,44,42,44.0,4,20,59.0,34.0,2,Yes,No,Overdue,Full,On Time,High
7199,7,Rural,61,57,57,58.333333333333336,3,34,50.0,51.0,1,No,Yes,Overdue,Installment,On Time,High
7200,10,Urban,34,38,31,34.333333333333336,5,35,53.0,36.0,1,No,Yes,Overdue,Full,On Time,High
7201,9,Semi-Urban,79,79,74,77.33333333333333,22,51,62.0,70.0,7,Yes,No,Pending,Installment,Delayed,Low
7202,9,Semi-Urban,95,95,94,94.66666666666669,10,81,91.0,91.0,7,Yes,Yes,Paid,Full,On Time,Low
7203,6,Semi-Urban,57,60,59,58.66666666666666,12,91,84.0,56.0,3,Yes,Yes,Paid,Full,Delayed,Medium
7204,8,Urban,59,58,54,57.0,32,77,84.0,61.0,4,Yes,Yes,Paid,Full,On Time,Medium
7205,7,Semi-Urban,92,88,90,90.0,34,79,94.0,81.0,6,Yes,Yes,Paid,Full,On Time,Low
7206,7,Semi-Urban,86,89,85,86.66666666666667,30,74,91.0,75.0,7,Yes,No,Pending,Full,On Time,Low
7207,6,Urban,69,64,69,67.33333333333333,28,52,61.0,61.0,5,No,No,Paid,Installment,On Time,Low
7209,6,Semi-Urban,33,33,30,32.0,1,23,49.0,38.0,1,No,No,Overdue,Installment,On Time,High
7210,10,Rural,47,43,44,44.66666666666666,29,60,62.0,70.0,3,Yes,No,Paid,Full,Delayed,Medium
7211,9,Rural,76,72,75,74.33333333333333,11,62,87.0,84.0,5,Yes,Yes,Paid,Installment,Delayed,Low
7212,8,Semi-Urban,93,91,91,91.66666666666669,24,54,73.0,88.0,4,Yes,Yes,Paid,Full,On Time,Low
7213,9,Semi-Urban,20,15,15,16.666666666666668,1,36,31.0,22.0,2,Yes,Yes,Overdue,Installment,Delayed,High
7214,9,Urban,61,59,56,58.66666666666666,28,77,61.0,79.0,3,No,Yes,Pending,Installment,On Time,Medium
7216,7,Semi-Urban,75,76,79,76.66666666666667,13,99,72.0,68.0,6,Yes,Yes,Paid,Full,On Time,Low
7217,8,Rural,49,47,48,48.0,21,58,65.0,62.0,4,Yes,Yes,Paid,Full,On Time,Medium
7218,7,Urban,36,40,37,37.66666666666666,2,44,59.0,37.0,1,Yes,No,Overdue,Full,On Time,High
7219,9,Urban,59,59,63,60.333333333333336,31,74,74.0,73.0,6,Yes,Yes,Paid,Full,On Time,Low
7220,6,Semi-Urban,72,70,74,72.0,21,54,69.0,69.0,7,Yes,No,Paid,Full,Delayed,Low
7221,9,Semi-Urban,37,37,41,38.333333333333336,8,42,47.0,31.0,1,Yes,No,Overdue,Installment,On Time,High
7222,7,Semi-Urban,32,29,35,32.0,9,42,34.0,70.0,2,Yes,No,Overdue,Full,Delayed,High
